결정례일련번호,구분,문장번호,내용
14229,전문,1,사      건      2010헌마488  건축허가 설계도면 폐기 등 위헌확인
14229,전문,2,청  구  인      문 ○ 철
14229,전문,3,피청구인     종로구청장
14229,전문,4,주           문
14229,전문,5,이 사건 심판청구를 각하한다.
14229,전문,6,이           유
14229,전문,7,1.사건의 개요
14229,전문,8,"청구인은 서울 종로구 ○○동 583-33 외 1필지 지상 상가건물(이하 ‘이 사건 건물’이라 한다)이 구조상이나 이용상으로 구분된 집합건물인데도 이에 관하여 일반건축물대장이 작성되었다며 피청구인에 대하여 집합건축물대장으로 전환해주도록 신청하였다가 건축물현황도를 제출하지 않았다는 이유로 반려되자, 이 사건 건물에 대하여 건축허가를 신청할 당시 설계도서를 제출하였는데도 피청구인이 이미 이를 폐기하고, 새로이 같은 내용의 건축물현황도를 제출하도록 요구하며, 이에 응하지 않는다는 이유로 그 신청을 반려한 것은 청구인의 재산권 및 평등권을 침해한 것이라며, 2010.8.5."
14229,전문,9,그 위헌확인을 구하는 이 사건 헌법소원심판을 청구하였다.
14229,전문,10,2.판단
14229,전문,11,"건축물대장의 전환을 신청할 수 있는 자는 건축물소유자에 한하는 것인바(‘건축물대장의 기재 및 관리 등에 관한 규칙’ 제15조), 기록에 의하면 청구인은 이 사건 건물의 소유자가 아니어서 이 사건 건축물대장의 전환을 신청할 권리가 없다 할 것이므로, 피청구인이 이 사건 건물에 대한 건축물대장전환 신청을 반려한 데 대하여 자신의 법적인 이익이 침해되었다고 할 수 없다."
14229,전문,12,3.결론
14229,전문,13,"그렇다면 이 사건 심판청구는 부적법하므로 이를 각하하기로 하여, 관여 재판관 전원의 일치된 의견으로 주문과 같이 결정한다."
14229,전문,14,2010.8.24.
