결정례일련번호,구분,문장번호,내용
187937,전문,1,【당 사 자】
187937,전문,2,사		건	2024헌마19    재판취소
187937,전문,3,청	구	인	1.전○○
187937,전문,4,2.민○○○
187937,전문,5,결	정	일	2024.1.16.
187937,전문,6,【주 문】
187937,전문,7,이 사건 심판청구를 모두 각하한다.【이 유】
187937,전문,8,1.사건개요
187937,전문,9,"청구인들은, 청구인 전○○○의 재심청구를 기각한 대법원 2023.12.28.자 2023재두561 결정으로 청구인들의 기본권이 침해되었다고 주장하면서, 2024.1.3."
187937,전문,10,이 사건 헌법소원심판을 청구하였다.2.판단
187937,전문,11,"헌법재판소법 제68조 제1항 본문에 따르면 원칙적으로 법원의 재판을 대상으로 하는 헌법소원심판청구는 허용되지 않는다.다만, 헌법재판소가 위헌으로 결정한 법령을 적용하는 등 법률에 대한 위헌결정의 기속력에 반함으로써 국민의 기본권을 침해한 재판인 경우에는 헌법재판소법 제68조 제1항에 의한 헌법소원심판을 청구할 수 있다(헌재 2022.6.30."
187937,전문,12,2014헌마760등 참조).
187937,전문,13,그런데 위 2023재두561 결정은 예외적으로 헌법소원심판의 대상이 되는 법원의 재판의 해당하지 않는다.3.결론
187937,전문,14,"그렇다면 이 사건 심판청구는 부적법하므로 헌법재판소법 제72조 제3항 제1호 후단에 따라 이를 모두 각하하기로 하여, 관여 재판관 전원의 일치된 의견으로 주문과 같이 결정한다."
187937,전문,15,"재판장,이○,김○,김○"
