결정례일련번호,구분,문장번호,내용
150529,전문,1,사 건 2019헌마272 정보비공개결정취소
150529,전문,2,청 구 인 정 ○ 숙
150529,전문,3,[주 문]
150529,전문,4,이 사건 심판청구를 각하한다.[이 유]
150529,전문,5,1.사건개요
150529,전문,6,청구인은 2018.8.14.
150529,전문,7,"‘2018마5160 사건과 2017다257678 사건에 참여한 재판연구관 명단 요청합니다’라는 내용의 정보 공개 청구를 하였으나, 법원행정처장은 2018.9.3."
150529,전문,8,공공기관의 정보공개에 관한 법률(이하 ‘정보공개법’이라 한다)제9조 제1항 단서 제1호 등에 따라 정보 비공개 결정을 하였다(이하 ‘이 사건 거부처분’이라 한다).
150529,전문,9,청구인은 2019.3.11.
150529,전문,10,이 사건 거부처분의 취소를 구하는 이 사건 헌법소원심판을 청구하였다.
150529,전문,11,2.판단
150529,전문,12,공권력의 행사 또는 불행사로 인하여 헌법상 보장된 기본권을 침해받은 자는 다른 법률에 구제절차가 있는 경우 그 절차를 모두 거친 후가 아니면 헌법소원심판을 청구할 수 없다(헌법재판소법 제68조 제1항).
150529,전문,13,"청구인이 제출한 자료에 의하면 이 사건 거부처분은 공공기관의 정보 비공개 결정으로서 정보공개법 제13조 제4항에 따라 청구인에게 통지되었고, 정보공개법은 정보공개와 관련한 공공기관의 결정에 대하여 불복이 있는 경우 이의신청(제18조), 행정심판(제19조), 행정소송(제20조)에 따른 구제절차를 마련하고 있다.청구인이 이러한 구제절차를 거쳤다고 인정할 자료가 없으므로 이 사건 헌법소원 심판청구는 보충성 요건을 갖추지 못하였다."
150529,전문,14,3.결론
150529,전문,15,이 사건 심판청구는 부적법하므로 헌법재판소법 제72조 제3항 제1호 전단에 따라 이를 각하하기로 하여 주문과 같이 결정한다.
