결정례일련번호,구분,문장번호,내용
51074,전문,1,사 건 2016헌마630 기본권 침해 위헌확인
51074,전문,2,청 구 인 김 ○ 수
51074,전문,3,[주 문]
51074,전문,4,이 사건 심판청구를 각하한다.[이 유]
51074,전문,5,1.사건개요
51074,전문,6,"청구인은 인체실험을 당하였다고 주장하면서 국가인권위원회, 대검찰청, 경찰서 등에 민원을 제기하였으나 시정되지 않자, 2016.7.13."
51074,전문,7,그 위헌확인을 구하는 헌법소원심판을 청구하였다가 2016.7.26.
51074,전문,8,"기본권침해의 가능성을 확인할 수 있을 정도로 구체적인 주장하지 아니한다는 이유로 각하결정(2016헌마578)을 받은 바 있음에도, 2016.7.29."
51074,전문,9,동일한 내용으로 이 사건 헌법소원심판을 청구하였다.
51074,전문,10,2.판단
51074,전문,11,"헌법재판소는 이미 심판을 거친 동일한 사건에 대하여는 다시 심판할 수 없는데(헌법재판소법 제39조), 위에서 본 바와 같이 청구인은 이미 이 사건 심판청구와 동일한 내용으로 헌법소원심판을 청구하였다가 각하결정(2016헌마578)을 받은 바 있으므로, 이 사건 심판청구는 일사부재리원칙에 위배되어 부적법하다."
51074,전문,12,3.결론
51074,전문,13,그렇다면 이 사건 심판청구는 부적법하므로 헌법재판소법 제72조 제3항 제4호에 의하여 이를 각하하기로 하여 관여 재판관 전원의 일치된 의견으로 주문과 같이 결정한다.
