결정례일련번호,구분,문장번호,내용
152358,전문,1,사 건 2019헌마932 기본권 침해 위헌 확인
152358,전문,2,청 구 인 오○○
152358,전문,3,[주 문]
152358,전문,4,이 사건 심판청구를 각하한다.[이 유]
152358,전문,5,1.사건개요
152358,전문,6,"청구인은 가족들의 강압적 행동 등으로 인해 자신의 기본권이 침해되었다는 취지로 주장하며, 2019.8.22."
152358,전문,7,이 사건 헌법소원심판을 청구하였다.
152358,전문,8,2.판단
152358,전문,9,"헌법재판소법 제68조 제1항에 의한 헌법소원의 청구인은 자신의 기본권에 대한 공권력 주체의 침해행위가 위헌적임을 구체적이고 명확하게 주장하여야 하고, 그와 같이 기본권 침해의 가능성을 확인할 수 있을 정도로 구체적인 주장을 하지 아니하고 막연하고 모호한 주장만을 하는 경우 그 헌법소원은 부적법하다(헌재 2005.2.3."
152358,전문,10,2003헌마544등 참조).
152358,전문,11,"그런데 청구인은 기본권침해의 원인이 되는 공권력행사의 내용이 무엇인지에 대하여 구체적인 주장을 하지 않고 있다.청구인의 주장을 최대한 선해하여 가족들의 강압적 행동으로 인하여 자신의 기본권을 침해당하였다는 취지로 이해한다고 할지라도, 헌법재판소법 제68조 제1항에 의한 헌법소원심판의 청구는 공권력의 행사 또는 불행사로 인하여 헌법상 보장된 기본권을 침해받은 사람이 청구할 수 있고, 여기에서 ‘공권력’이란 입법권ㆍ행정권ㆍ사법권을 행사하는 모든 국가기관ㆍ공공단체 등의 고권적 작용을 의미하는바(헌재 2014.9.25."
152358,전문,12,"2013헌마424 참조), 사인인 청구인들의 가족들이 청구인들에게 한 강압적 행동들은 헌법소원의 대상이 되는 공권력행사에 해당하지 아니한다."
152358,전문,13,3.결론
152358,전문,14,그렇다면 이 사건 심판청구는 부적법하므로 헌법재판소법 제72조 제3항 제4호에 따라 이를 각하하기로 하여 관여 재판관 전원의 일치된 의견으로 주문과 같이 결정한다.
