결정례일련번호,구분,문장번호,내용
135673,전문,1,사      건      2009헌마292  공권력불행사 위헌확인 등
135673,전문,2,청  구  인      1.박 ○ 옥
135673,전문,3,2.성 ○ 열
135673,전문,4,주           문
135673,전문,5,이 사건 심판청구를 각하한다.
135673,전문,6,이           유
135673,전문,7,청구인들은 2006.9.21.
135673,전문,8,"법원의 재판, 행정기관의 부작위, 헌법재판소의 국선대리인선임신청 기각결정 등에 대한 헌법소원을 제기(2006헌마1072)하였으나 2006.10.31."
135673,전문,9,"각하되었고 이후 실질적으로 동일한 내용의 심판청구를 반복하여 제기(2007헌마515, 2007헌마1297, 2008헌마476)하였으나 역시 단순한 불복소원이라거나 심판대상이 불특정하다는 이유 등으로 모두 각하되었는데도, 2009.5.29."
135673,전문,10,"또 다시 같은 취지로 이 사건 헌법소원을 청구하였다.살피건대, 이 사건 심판청구는 위 헌법재판소 결정들에 대한 단순한 불복청구에 지나지 않으므로 헌법재판소법 제39조의 일사부재리의 원칙에 의해 이를 각하하기로 하여 관여 재판관 전원의 일치된 의견으로 주문과 같이 결정한다."
135673,전문,11,2009.6.23.
135673,전문,12,재판장    재판관  이○      이○
135673,전문,13,──────
135673,전문,14,재판관  김○        김○
135673,전문,15,──────
135673,전문,16,재판관  송○        송○
135673,전문,17,──────
