결정례일련번호,구분,문장번호,내용
139946,전문,1,사      건      2009헌바285  주택법 제18조의2 위헌소원
139946,전문,2,청  구  인      박 ○ 학
139946,전문,3,주           문
139946,전문,4,이 사건 심판청구를 각하한다.
139946,전문,5,이           유
139946,전문,6,"기록에 의하면, 청구인은 변호사를 대리인으로 선임하지 아니한 채 이 사건 심판청구를 하였고 변호사를 대리인으로 선임하라는 보정명령을 받고도 보정기간 내에 보정하지 아니하였으므로, 헌법재판소법 제25조 제3항, 제72조 제3항 제3호에 따라 이를 각하하기로 하여 주문과 같이 결정한다."
139946,전문,7,2009.11.10.
139946,전문,8,재판장    재판관  김○      김○
139946,전문,9,──────
139946,전문,10,재판관  이○        이○
139946,전문,11,──────
139946,전문,12,재판관  목○        목○
139946,전문,13,──────
