결정례일련번호,구분,문장번호,내용
174857,전문,1,사　　　건　2002헌마668 국가공무원법 제33조 제1항 제5호 등 위헌확인
174857,전문,2,청　구　인　김○ ○ 직
174857,전문,3,[주    문]
174857,전문,4,청구인의 심판청구를 각하한다.
174857,전문,5,[이    유]
174857,전문,6,1.사건의 개요
174857,전문,7,청구인은 건설교통부 소속 대전지방국토관리청 직원으로서 특정범죄가중처벌등에관한법률위반(도주차량)으로 기소되어 대전지방법원에서(2000고단1478)2000.10.19.
174857,전문,8,"선고유예 판결을 받고, 항소하였으나 기각되었고(동 법원 제2형사부 2000노2382), 상고하였으나(대법원 2002도875)2002.4.26."
174857,전문,9,"기각되었으며, 이 기각판결은 2002.5.7."
174857,전문,10,"청구인에게 송달되었다.한편 국가공무원법 제69조는 공무원이 동법 제33조 각호의 1에 해당할 때는 당연퇴직하도록 규정하고 있고, 동법 제33조 제1항 제5호는 ""금고이상의 형의 선고유예를 받는 경우에 그 선고유예기간중에 있는 자""는 공무원에 임용되지 못하도록 규정하고 있는데, 청구인은 위 조항들에 따라 2002.4.26.자로 당연퇴직 되었다.청구인은 위 조항들이 공무담임권, 행복추구권, 평등권 등을 침해한다며 2002.10.19."
174857,전문,11,이 사건 헌법소원심판을 청구하였다.
174857,전문,12,2.판 단
174857,전문,13,"이 사건 심판청구는 청구기간이 경과된 후에 청구된 것이므로 부적법하다.법령에 대한 헌법소원심판의 청구기간은 법령이 시행된 후에 비로소 그 법령에 해당하는 사유가 발생하여 기본권의 침해를 받게 된 경우에는 그 사유가 발생하였음을 안 날로부터 60일 이내에, 그 사유가 발생한 날로부터 180일 이내에 청구하여야 한다(헌재 1996.3.28."
174857,전문,14,"93헌마198, 판례집 8-1, 241, 250-251)."
174857,전문,15,"청구인의 경우 적어도 대법원의 위 상고기각 판결이 청구인에게 송달된 2002.5.7.에는 위 조항들에 의한 기본권의 침해 사유가 발생하였음을 알았다고 볼 것인데(국가공무원법 제69조의 당연퇴직 규정도 적어도 그 때는 이를 알았다고 봄이 상당하다), 그로부터 60일이 지난 2002.10.19."
174857,전문,16,"청구된 이 사건은 청구기간이 경과된 것이다.청구인은 아직 사유가 발생한 날로부터 180일이 지나지 않았다고 하나, 이미 ""안 날로부터 60일""이 지난 이상 청구기간이 준수되었다고 볼 수 없다.따라서 이 사건 헌법소원은 부적법하므로 헌법재판소법 제72조 제3항 제2호에 따라 이를 각하하기로 하여 관여재판관 전원의 일치된 의견으로 주문과 같이 결정한다."
