결정례일련번호,구분,문장번호,내용
34717,전문,1,사      건      2014헌아1  재판취소(재심)청  구  인      탁 ○ 길
34717,전문,2,재심대상결정      헌법재판소 2013.12.24.
34717,전문,3,2013헌마827 결정
34717,전문,4,[주문]
34717,전문,5,이 사건 심판청구를 각하한다.
34717,전문,6,[이유]
34717,전문,7,1.사건의 개요
34717,전문,8,"청구인은 ○○교회의 원로장로로, 대구희도초등학교 건물의 소유를 둘러싼 대한예수교장로회 ○○교회와 대구시 사이의 소송에서 ○○교회가 최종 패소하자(대법원 1970.10.30."
34717,전문,9,"선고 70다715, 716 판결), 2013.12.10."
34717,전문,10,위 대법원 판결의 취소를 구하는 헌법소원심판청구를 하였으나(2013헌마827)2013.12.24.
34717,전문,11,각하되었다.이에 청구인은 2014.1.2.
34717,전문,12,위 2013헌마827 결정에 대한 재심을 구하는 이 사건 헌법소원심판청구를 하였다.
34717,전문,13,2.판 단
34717,전문,14,재심청구인은 민사소송법 제451조 제1항 각 호의 사유 중 헌법소원심판에 대한 재심의 성질상 허용되는 사유를 재심청구의 이유로 주장하여야 한다(헌재 2007.2.22.
34717,전문,15,"2006헌아50, 판례집 19-1, 195, 197 참조)."
34717,전문,16,"이 사건 심판청구서에 기재된 청구이유를 살피건대, 청구인은 재심대상 결정에 대하여 다시 재심을 구한다는 취지의 주장만을 하고 있을 뿐, 헌법재판소법 제40조에 의하여 준용되는 민사소송법 제451조 제1항 각 호의 재심사유에 해당하는 어떠한 주장도 하고 있지 아니하므로, 이 사건 심판청구는 부적법하다."
34717,전문,17,3.결 론
34717,전문,18,그렇다면 헌법재판소법 제72조 제3항 제4호에 따라 이 사건 심판청구를 각하하기로 하여 관여 재판관 전원의 일치된 의견으로 주문과 같이 결정한다.
