결정례일련번호,구분,문장번호,내용
16145,전문,1,사      건      2011헌아125  고엽제후유증 장애등급 판정처분 취소(재심)청  구  인      이 ○ 수
16145,전문,2,재심대상결정      헌법재판소 2011.6.14.
16145,전문,3,2011헌마292 결정
16145,전문,4,주      문
16145,전문,5,이 사건 심판청구를 각하한다.
16145,전문,6,이      유
16145,전문,7,1.사건의 개요
16145,전문,8,"가.청구인은 고엽제후유증환자로서 상이등급 7급의 국가유공자인바, 2011.2.11."
16145,전문,9,대구보훈병원에서 실시한 고엽제후유증의 신체검사에서 말초신경병으로 인해 종전과 동일한 7급의 장애판정을 받았다.
16145,전문,10,나.청구인은 위와 같은 장애판정이 잘못되었다고 주장하면서 2011.5.30.
16145,전문,11,"그 취소를 구하는 헌법소원심판을 청구하였으나, 헌법재판소는 2011.6.14."
16145,전문,12,"고엽제후유증 장애등급 판정처분에 대해서는 행정소송법에 의한 행정소송을 제기할 수 있으므로, 이와 같은 구제절차를 종료하지 아니한 채 곧바로 제기한 청구는 보충성 요건을 흠결하여 부적법하다는 이유로 각하하였다(헌재 2011.6.14."
16145,전문,13,2011헌마292).
16145,전문,14,다.이에 청구인은 2011.6.22.
16145,전문,15,위 헌법재판소 2011.6.14.
16145,전문,16,2011헌마292 결정에 대하여 재심을 구하는 이 사건 헌법소원심판을 청구하였다.
16145,전문,17,2.판단
16145,전문,18,"재심청구인은 민사소송법 제451조 제1항 각 호의 사유 중 헌법소원심판에 대한 재심의 성질상 허용되는 사유를 재심청구의 이유로 주장하여야 하고, 이에 해당하지 아니하는 사유를 들어 재심을 청구하면 그 심판청구는 부적법하다 할 것인데(헌재 2007.2.22."
16145,전문,19,"2006헌아50, 판례집 19-1, 195, 197 등 참조), 청구인은 단순히 위 2011헌마292 결정을 취소하라고만 하고 있을 뿐, 헌법재판소법 제40조에 의해 준용되는 민사소송법 제451조 제1항 각 호의 재심사유를 주장하고 있지 아니하므로, 청구인의 이 사건 재심청구는 적법한 재심사유에 대한 주장이 없는 경우에 해당하여 부적법하다."
16145,전문,20,3.결론
16145,전문,21,그렇다면 이 사건 재심청구는 부적법하고 그 흠결을 보정할 수 없는 경우에 해당하므로 헌법재판소법 제72조 제3항 제4호에 따라 이를 각하하기로 하여 관여 재판관 전원의 일치된 의견으로 주문과 같이 결정한다.
16145,전문,22,2011.7.5.
