결정례일련번호,구분,문장번호,내용
179289,전문,1,【당 사 자】
179289,전문,2,사		건	2022헌마1587    변호인의 조력을 받을 권리 침해 위헌확인 등
179289,전문,3,청	구	인	박○○○
179289,전문,4,결	정	일	2022.12.6.
179289,전문,5,【주 문】
179289,전문,6,이 사건 심판청구를 모두 각하한다.【이 유】
179289,전문,7,1.사건개요
179289,전문,8,가.청구인은 2020.2.4.
179289,전문,9,"춘천지방법원으로부터 징역 7년을 선고받고[2019고합96, 2019고합99(병합)], 2020.8.19."
179289,전문,10,"항소심으로부터 항소기각 판결을 선고받고[서울고등법원 (춘천)2020노36], 2020.11.26."
179289,전문,11,상고심으로부터 상고기각 판결을 선고받았다(대법원 2020도11767).
179289,전문,12,"나.청구인은 위 항소심에서 재판부가 청구인의 변호인에게 변론요지서 제출을 요청하였으나, 변호인이 항소심 재판부에 제출하지 아니하였음을 이유로 손해배상청구의 소를 제기하여 2022.11.7."
179289,전문,13,변호인인 법인과 담당변호사가 공동하여 청구인에게 위자료로 3천만 원을 지급하라는 판결(서울중앙지방법원 2022가단3101)을 선고받았다.다.이에 청구인은  2022.11.18.
179289,전문,14,"위 형사판결이 모두 변호인의 조력을 받을 권리를 침해한 사건이라고 주장하며, 위 형사판결의 취소를 구하는 이 사건 헌법소원심판을 청구하였다.2.판단"
179289,전문,15,가.헌법재판소는 헌재 1997.12.24.
179289,전문,16,"96헌마172등 결정에서 ""헌법재판소법 제68조 제1항 본문의 ‘법원의 재판’에 헌법재판소가 위헌으로 결정한 법령을 적용함으로써 국민의 기본권을 침해한 재판도 포함되는 것으로 해석하는 한도 내에서, 헌법재판소법 제68조 제1항은 헌법에 위반된다.""라고 하여 2011.4.5."
179289,전문,17,법률 제10546호로 개정되기 전 구 헌법재판소법 제68조 제1항에 대하여 한정위헌결정을 선고하였다.헌법재판소는 이후 2011.4.5.
179289,전문,18,법률 제10546호로 개정된 재판소원금지조항에 대하여도 같은 취지의 한정위헌결정(헌재 2016.4.28.
179289,전문,19,2016헌마33)을 선고함으로써 그 위헌 부분을 제거하는 한편 그 이후에는 위헌 부분이 제거된 나머지 부분으로 그 내용이 축소된 이 사건 재판소원금지조항이 합헌이라고 판단하여 왔다(헌재 2016.5.26.
179289,전문,20,2015헌마940; 헌재 2018.8.30.
179289,전문,21,2015헌마861등; 헌재 2019.6.28.
179289,전문,22,2018헌마1093; 헌재 2021.3.25.
179289,전문,23,2020헌마271 등 참조).
179289,전문,24,아울러 헌법재판소는 2022.6.30.
179289,전문,25,재판소원금지조항 중 ‘법원의 재판’ 가운데 ‘법률에 대한 위헌결정의 기속력에 반하는 재판’ 부분은 헌법에 위반된다는 결정(헌재 2022.6.30.
179289,전문,26,"2014헌마760등 참조)을 선고함으로써, 그 위헌 부분을 추가적으로 제거하는 한편 그 나머지 부분이 합헌이라고 판단하였다.나.그런데 청구인이 심판청구의 대상으로 삼은 위 형사판결은 모두 예외적으로 헌법소원심판의 대상이 될 수 있는 법원의 재판에 해당하지 아니한다.3.결론"
179289,전문,27,"그렇다면, 이 사건 심판청구는 모두 부적법하므로 헌법재판소법 제72조 제3항 제1호 후단에 따라 이를 모두 각하하기로 하여, 관여 재판관 전원의 일치된 의견으로 주문과 같이 결정한다."
179289,전문,28,"재판장,문○,이○,이○"
