결정례일련번호,구분,문장번호,내용
181383,전문,1,【당 사 자】
181383,전문,2,사		건	2023헌마295    기본권 침해 위헌확인
181383,전문,3,청	구	인	최○○○
181383,전문,4,피	청	구	인	대통령
181383,전문,5,결	정	일	2023.3.14.
181383,전문,6,【주 문】
181383,전문,7,이 사건 심판청구를 각하한다.【이 유】
181383,전문,8,1.사건개요
181383,전문,9,청구인은 피청구인이 대통령 후보 시절부터 북한에 대한 선제타격 가능성을 공식적으로 공언해 왔고 현재에 이르러서도 북한의 도발 시 보복공격 가능성을 공식적으로 시사하고 있으며 대한민국이 자체적으로 핵개발을 해야 한다고까지 주장하는 것이 대한민국헌법 제5조 제1항 및 제66조 제3항에 위반된다고 주장하면서 2023.3.2.
181383,전문,10,이 사건 헌법소원심판을 청구하였다.2.판단
181383,전문,11,"헌법재판소법 제68조 제1항의 ‘헌법상 보장된 기본권을 침해받은 자’라는 것은 ‘헌법상 보장된 기본권을 침해받았다고 주장하는 자’로 해석하여야 하고, 헌법소원심판의 청구인은 자신의 기본권에 대한 공권력 주체의 제한 행위가 위헌적인 것임을 어느 정도 구체적으로 주장하여야 한다.청구인이 기본권 침해의 가능성을 확인할 수 있을 정도의 구체적 주장을 하지 않고 막연한 주장만을 하는 경우, 그 헌법소원 심판청구는 부적법하다(헌재 2005.2.3."
181383,전문,12,2003헌마544등 참조).
181383,전문,13,그런데 청구인은 피청구인의 각종 입장 표명이 막연히 대한민국헌법 규정에 위반된다고만 주장할 뿐 어떠한 이유로 청구인의 기본권을 침해하는지에 관하여 구체적인 주장을 하고 있지 않고 있으므로 이 사건 심판청구는 부적법하다.3.결론
181383,전문,14,"그렇다면 이 사건 심판청구는 부적법하므로 헌법재판소법 제72조 제3항 제4호에 따라 이를 각하하기로 하여, 관여 재판관 전원의 일치된 의견으로 주문과 같이 결정한다."
181383,전문,15,"재판장,문○,이○,이○"
