결정례일련번호,구분,문장번호,내용
21080,전문,1,사      건      2012헌아129  소방시설공사업법 시행령 제2조의2 제1호 등 위헌확인(재심)청  구  인      이 ○ 일
21080,전문,2,재심대상결정      헌법재판소 2012.8.21.
21080,전문,3,2012헌마612 결정
21080,전문,4,[주문]
21080,전문,5,이 사건 심판청구를 각하한다.
21080,전문,6,[이유]
21080,전문,7,청구인은 2012.7.10.
21080,전문,8,소방시설공사업법 시행령(2007.1.24.
21080,전문,9,"대통령령 제19846호로 개정된 것)제2조의2 제1호, 제2호 각 단서가 청구인의 평등권을 침해한다고 주장하며 헌법소원심판을 청구하였으나 2012.8.21."
21080,전문,10,"각하되자(재심대상결정), 2012.9.26."
21080,전문,11,재심대상결정에 대한 재심을 구하는 이 사건 헌법소원심판을 청구하였다.헌법재판소의 결정에 대하여 재심을 청구하려면 헌법재판소법 제40조에 따라 준용되는 민사소송법 제451조 제1항 각 호의 사유 중 헌법소원심판에 대한 재심의 성질상 허용되는 사유를 재심청구의 이유로 주장하여야 한다(헌재 2007.2.22.
21080,전문,12,"2006헌아50, 판례집 19-1, 195, 197)."
21080,전문,13,그런데 이 사건 재심대상결정이 위 조항들에 의하여 청구인의 기본권이 침해되지 않는다고 판단한 것은 잘못이라는 취지의 청구인 주장은 민사소송법 제451조 제1항 각 호의 사유 중 어느 것에도 해당되지 아니한다.따라서 이 사건 심판청구는 부적법하고 그 흠결을 보정할 수 없는 경우에 해당하므로 헌법재판소법 제72조 제3항 제4호에 따라 이를 각하하기로 하여 관여 재판관 전원의 일치된 의견으로 주문과 같이 결정한다.
21080,전문,14,2012.10.16.
