결정례일련번호,구분,문장번호,내용
45456,전문,1,사 건 2015헌사300 헌법재판소 결정에 대한 이의신청
45456,전문,2,신 청 인 김 ○ 준
45456,전문,3,[주 문]
45456,전문,4,이 사건 신청을 각하한다.[이 유]
45456,전문,5,1.사건 개요
45456,전문,6,신청인은 구 국토이용관리법 제21조의3 제7항 등이 위헌이라고 주장하면서 헌법소원심판을 청구하였다가 각하되자(헌재 2015.3.3.
45456,전문,7,"2015헌바72 결정), 위 결정이 부당하다고 주장하면서 2015.3.20."
45456,전문,8,이 사건 이의신청을 하였다.
45456,전문,9,2.판단
45456,전문,10,헌법재판소의 결정에 대하여는 원칙적으로 불복신청이 허용되지 아니하므로(헌재 1990.10.12.
45456,전문,11,"90헌마170 참조), 신청인의 헌법소원을 각하한 2015헌바72 결정에 대해 불복하는 취지의 이 사건 신청은 부적법하다.이 사건 신청을 2015헌바72 결정에 대한 재심을 구하는 것으로 본다 하더라도, 신청인의 주장은 헌법재판소법 제40조에 의해 준용되는 민사소송법 제451조 제1항 각 호의 재심사유 중 어느 것에도 해당하지 아니하므로, 이 사건 신청은 어느 모로 보나 부적법하다."
45456,전문,12,3.결론
45456,전문,13,그렇다면 이 사건 신청을 각하하기로 하여 관여 재판관 전원의 일치된 의견으로 주문과 같이 결정한다.
