결정례일련번호,구분,문장번호,내용
28513,전문,1,사건      2013헌마632  도로법 시행령 별표2 위헌확인
28513,전문,2,청구인      김 ○ 복
28513,전문,3,[주문]
28513,전문,4,이 사건 심판청구를 각하한다.
28513,전문,5,[이유]
28513,전문,6,1.사안의 개요
28513,전문,7,청구인은 도로 점용료의 산정기준이 되는 토지가격을 ‘도로부분과 닿아 있는 토지’의 개별공시지가로 하도록 한 도로법 시행령(2010.9.17.
28513,전문,8,대통령령 제22386호로 개정되어 2010.9.23.
28513,전문,9,시행된 것)별표2 중 비고 제2호의 규정이 청구인의 재산권 등을 침해한다며 2013.9.9.
28513,전문,10,이 사건 헌법소원심판을 청구하였다.
28513,전문,11,2.판단
28513,전문,12,"법령에 대한 헌법소원은 법령의 시행과 동시에 기본권의 침해를 받게 되는 경우에는 그 법령이 시행된 사실을 안 날로부터 90일 이내에, 법령이 시행된 날로부터 1년 이내에 청구하여야 하고, 법령이 시행된 뒤에 비로소 그 법령에 해당되는 사유가 발생하여 기본권의 침해를 받게 되는 경우에는 그 사유가 발생하였음을 안 날로부터 90일 이내에, 그 사유가 발생한 날로부터 1년 이내에 청구하여야 한다(헌재 1999.4.29."
28513,전문,13,"96헌마352등, 판례집11-1, 447, 496 등 참조)."
28513,전문,14,청구인은 서울 마포구 합정동 407 도로 8.1㎡를 무단 점용하였다는 이유로 2011.6.7.
28513,전문,15,"서울특별시 마포구청장으로부터 변상금부과처분을 받은 뒤 그 취소를 구하는 소송을 제기하였는데(서울행정법원 2012구합7363), 위 소송에서 위 부과처분에 심판대상조항 시행일인 2010.9.23."
28513,전문,16,이후의 점용료 산정에 개정 전 조항을 적용한 잘못이 있다는 이유로 위 처분 중 심판대상조항에 의하여 산정된 금액을 초과하는 부분을 취소하는 내용의 판결을 2012.9.20.
28513,전문,17,선고받았다.따라서 청구인은 늦어도 위 판결의 송달일인 2012.9.27.에는 심판대상조항에 해당하는 사유가 자신에게 발생하였음을 알았다고 할 것이다.그런데 이 사건 심판청구는 그로부터 헌법재판소법 제69조 제1항에 정한 청구기간인 90일이 지나 제기되었음이 명백하므로 청구기간이 준수되지 못하였다.
28513,전문,18,3.결론
28513,전문,19,"따라서 이 사건 심판청구는 부적법하므로 헌법재판소법 제72조 제3항 제2호에 따라 각하하기로 하여, 관여 재판관 전원의 일치된 의견으로 주문과 같이 결정한다."
28513,전문,20,2013.9.24.
