결정례일련번호,구분,문장번호,내용
45245,전문,1,사 건 2015헌아18 근로기준법 제63조 제3항 위헌확인(재심)청 구 인 김 ○ 균
45245,전문,2,재심대상결정 헌법재판소 2014.12.16.
45245,전문,3,2014헌마1083 결정
45245,전문,4,[주 문]
45245,전문,5,이 사건 심판청구를 각하한다.[이 유]
45245,전문,6,1.사건 개요
45245,전문,7,"청구인은 근로기준법 제63조 제3호의 위헌확인을 구하는 헌법소원심판을 제기하였으나, 2012.11.27."
45245,전문,8,"청구기간이 도과되었다는 이유로 각하되자(2012헌마891), 이에 불복하는 취지의 헌법소원을 청구하였다가 2012.12.24."
45245,전문,9,"각하결정을 받고(2012헌아172), 그 후 위 법률조항의 위헌확인을 구하는 헌법소원심판을 두 차례 더 청구하였으나 일사부재리 위반 등의 이유로 모두 각하결정을 받았다(헌재2013.1.29.2013헌마33, 헌재 2014.12.16."
45245,전문,10,2014헌마1083).
45245,전문,11,청구인은 또다시 2015.2.10.
45245,전문,12,위 법률조항의 위헌확인을 구하는 이 사건 헌법소원심판을 청구하였다.
45245,전문,13,2.판단
45245,전문,14,"헌법재판소는 이미 심판을 거친 동일한 사건에 대하여는 다시 심판할 수 없으므로(헌법재판소법 제39조), 이 사건 심판청구는 일사부재리 원칙에 위반되어 부적법하다.설사 이 사건 심판청구를 헌법재판소의 위 결정들에 대한 위헌확인 내지 재심을 구하는 취지로 본다 하더라도, 청구인은 불복신청이 허용되지 않는 헌법재판소의 결정에 대해 적법한 재심사유를 지적하지 아니한 채 계속적ㆍ반복적으로 불복하고 있는바, 이는 헌법소원심판 청구권의 남용에 해당하므로, 어느 모로 보나 부적법하다."
45245,전문,15,3.결론
45245,전문,16,그렇다면 헌법재판소법 제72조 제3항 제4호에 의하여 이 사건 심판청구를 각하하기로 하여 관여 재판관 전원의 일치된 의견으로 주문과 같이 결정한다.
