결정례일련번호,구분,문장번호,내용
55738,전문,1,사 건 89헌마168 지적공부등록사항 정정신청 반려처분에 대한 헌법소원
55738,전문,2,청구인 김 ○ 기
55738,전문,3,피청구인 서울특별시 은평구청장
55738,전문,4,[주 문]
55738,전문,5,이 사건 심판청구를 각하한다.[이 유]
55738,전문,6,1.청구인의 이 사건 헌법소원 심판청구의 요지는 피청구인인 청구외 서울특별시 은평구청장이 1973.3.9.
55738,전문,7,"서울 은평구 ○○동 259의 14 토지와 같은동 259의 13 토지를 합병하여 같은동 259의 47 대 58평으로 분할, 지적공부상 등록 정리하여 청구인의 재산권을 위법하게 침해하였으므로 이를 구제하여 달라는 것이다."
55738,전문,8,"2.살피건대, 이는 헌법재판소법 제69조 제1항 단서, 제68조 제1항 단서에 의하여 지적법상 소정의 행정심판 절차와 행정소송등의 구제절차를 모두 거치고 나서 그 최종결정을 통지받은 날로 부터 30일이내에 청구하여야 하는 바, 청구인은 이 사건 구제절차로서, 소관청인 서울특별시 은평구청장에게 지적법 제38조의 정정신청을 했으나 기각 재결을 받았고, 서울고등법원에 행정소송을 제기(87구 313 토지합병 및 분할등록사항 정정불허처분취소)하였으나 기각 판결(1987.8.20."
55738,전문,9,")을 받아, 그 무렵 그 기각판결이 송달되었다고 인정할 수 있으므로 1989.7.31."
55738,전문,10,"당 재판소에 제출된 이 사건은 청구기간이 도과된 이후에 청구한 것임이 분명하다.따라서 헌법재판소법 제72조 제3항 제2호, 제69조 제1항 단서 제68조 제1항 단서에 의하여 이를 각하하기로 하여 관여재판관 전원의 일치된 의견으로 주문과 같이 결정한다."
