결정례일련번호,구분,문장번호,내용
55040,전문,1,사 건 2016헌마655 기소유예처분취소
55040,전문,2,청 구 인 오 ○ 민
55040,전문,3,국선대리인 변호사 권○
55040,전문,4,피 청 구 인 인천지방검찰청 검사직무대리
55040,전문,5,[주 문]
55040,전문,6,피청구인이 2016.6.27.
55040,전문,7,인천지방검찰청 2016년 형제53498호 사건에서 청구인에 대하여 한 기소유예처분은 청구인의 평등권과 행복추구권을 침해한 것이므로 이를 취소한다.[이 유]
55040,전문,8,1.사건개요
55040,전문,9,가.청구인은 2016.6.27.
55040,전문,10,"피청구인으로부터 사기 혐의로 기소유예처분(인천지방검찰청 2016년 형제53498호, 이하 ‘이 사건 기소유예처분’이라 한다)을 받았는바, 그 피의사실의 요지는 다음과 같다.“청구인은 2016.3.17."
55040,전문,11,"10:37경 인천 남구 ○○동 소재 PC방에서, 인터넷 네이버 중고나라 카페 게시판에 ‘인천개인 235 60 18 임판 미사용타이어 2짝 필요하신 분께 10만원 팝니다’라는 글을 게시한 뒤 이 글을 보고 연락한 피해자 홍 ○ 문에게 마치 새 타이어를 판매할 것처럼 속여 이에 속은 피해자로부터 2016.3.17."
55040,전문,12,"청구인 명의의 기업은행 계좌로 107,000원을 송금받고 중고타이어를 배송하여 차액 상당을 편취하였다”"
55040,전문,13,나.청구인은 이 사건 기소유예처분이 청구인의 평등권과 행복추구권을 침해하였다고 주장하면서 2016.8.5.
55040,전문,14,그 취소를 구하는 이 사건 헌법소원심판을 청구하였다.
55040,전문,15,2.청구인의 주장 요지
55040,전문,16,"청구인은 중고나라 사이트에 임판 타이어(임시번호판 당시 사용했던 중고 타이어로서 주행거리가 3,000㎞ 이하인 타이어)라고 광고를 하였고, 타이어 사진을 피해자에게 메시지로 전송하였기 때문에 피해자를 기망한 사실이 없다고 주장한다."
55040,전문,17,3.판단
55040,전문,18,가.인정되는 사실관계
55040,전문,19,"이 사건 수사기록에 의하면 다음과 같은 사실이 인정된다.(1)청구인은 2012.3.경 약 3,000∼4,000㎞를 주행한 2012년형 산타페CM의 타이어를 교체하였고, 2012.9.경 뒤 타이어 2짝은 타이어○○ ○○역점에서 판매를 해 주었고, 앞 타이어 2짝은 청구인이 차량 트렁크에 이불을 씌운 채 보관하고 있었다."
55040,전문,20,(2)청구인은 2016.3.17.
55040,전문,21,10:37경 인터넷 네이버 중고나라 카페 게시판에 “인천개인 235 60 18 임판 미사용타이어 2짝 필요하신 분께 10만원 팝니다”라는 제목의 글을 게시하였다.
55040,전문,22,(3)당시 청구인이 올린 게시글에는 “235 60 18 12 03월 cm탈착 임판 미사용분 2짝 창고에 있는 거 발견하여 지금 올립니다.미사용이나 노지렁이 노편마모 트레드100프로 직거래 인천시청후문 본인의 아파트입니다”라는 내용과 함께 청구인이 팔고자 하는 중고 타이어의 상태를 알 수 있는 사진이 첨부되어 있었다.
55040,전문,23,"(4)피해자 홍 ○ 문은 위 글과 사진을 보고 같은 날 11:28경 카카오톡으로 ‘타이어에 관심이 있다’는 취지로 메시지를 청구인에게 전송하였고, 청구인이 같은 날 11:32경 피해자와 통화하여 타이어의 상태를 설명하였으며, 같은 날 11:36경 카카오톡으로 피해자에게 팔고자 하는 타이어의 상태를 파악할 수 있는 사진을 전송하였다."
55040,전문,24,"(5)청구인이 카카오톡을 통해 피해자에게 보낸 사진에 의하면, 청구인이 팔고자 하는 타이어에는 타이어 트레드에 돌 등 이물질이 박혀있고, 타이어 트레드에 약간의 마모 흔적과 갈라진 흔적이 있음을 명백히 알 수 있다.청구인이 카카오톡으로 보낸 사진의 상태는 선명하여 피해자 홍 ○ 문은 그 사진을 통해 타이어의 상태를 충분히 파악할 수 있었다."
55040,전문,25,"(6)청구인은 피해자와 통화하면서 “2개 거든.내가 있는거.새거”라는 말을 하였다(다만, 통화내역조회에 의하면 청구인과 피해자가 약 3분 35초간 통화를 하였는데, 피해자가 제출한 녹음CD는 약 30초 분량밖에 없다)."
55040,전문,26,"(7)피해자는 같은 날 12:09경 택배비를 포함하여 107,000원을 청구인 명의의 기업은행 계좌로 107,000원을 송금하였다."
55040,전문,27,"(8)피해자는 2016.3.18.경 타이어를 배송받고, 타이어 상태에 대한 불만으로 청구인에게 환불을 요구하는 과정에서 청구인과 분쟁이 발생하자 2016.3.22."
55040,전문,28,울산중부경찰서에 진정서를 제출하였다.
55040,전문,29,나.쟁점
55040,전문,30,"청구인은 중고나라 사이트에 ‘임판 타이어’라고 광고를 하였고, 타이어 사진을 피해자에게 문자메시지로 전송하였기 때문에 피해자를 기망한 사실이 없다고 주장하고, 피해자는 청구인이 ‘임판 타이어’라고 속이고 20,000∼30,000㎞를 주행한 중고타이어를 판매하였다고 주장하고 있으므로, 이 사건의 쟁점은 청구인이 피해자를 기망하였는지 여부이다."
55040,전문,31,다.검토
