결정례일련번호,구분,문장번호,내용
141911,전문,1,사 건 2017헌마325 전기용품 및 생활용품 안전관리법 시행규칙 [별표 4] 1.차.13)등 위헌확인
141911,전문,2,청 구 인 허 ○ 원
141911,전문,3,대리인 변호사 이○
141911,전문,4,[주 문]
141911,전문,5,이 사건 심판청구를 각하한다.[이 유]
141911,전문,6,1.사건개요
141911,전문,7,"‘전기용품 및 생활용품 안전관리법’은 화재 등 위해가 발생할 우려가 있는 전기용품으로서 산업통상자원부령으로 정하는 것을 안전확인대상전기용품으로 규정하고(제2조 제11호), 이런 제품의 제조업자나 수입업자는 안전확인시험기관으로부터 안전확인시험을 받아 그 사실을 산업통상자원부장관에게 신고하도록 하고 있다(제15조 제1항)."
141911,전문,8,"이 법에 따라 제정된 ‘전기용품 및 생활용품 안전관리법 시행규칙’ 제3조 제3항의 [별표 4] 1.안전확인대상전기용품 중 차목은 “전지(충전지만 해당한다)”라고 규정하고, 이에 따라 국가기술표준원이 고시한 ‘전기용품 및 생활용품 안전관리 운용요령’ 제3조 제1항 제2호 및 [별표 2]에서 전기용품 세부품목을 정하고 있다.과거에는 체적당 에너지밀도(Wh/L)가 400 이상인 충전지만 안전확인대상전기용품으로 규정하고 있었다.그런데 전자담배 등 소형충전지를 사용하는 전기제품에서 충전지가 폭발하는 사고가 발생하자, 정부는 2015년 입법예고를 거쳐 2017년부터 체적당 에너지밀도(Wh/L)가 400 미만인 충전지도 안전확인대상전기용품에 포함하는 내용으로 위 시행규칙과 국가기술표준원고시를 개정하였다.청구인은 무선통신장치 제조 등 사업을 하는 주식회사 ○○의 대표이사이다.주식회사 ○○이 생산하는 무선통신장치는 체적당 에너지밀도(Wh/L)가 400 미만인 충전지를 전원으로 사용하고 있다.청구인은 개정된 시행규칙 등으로 인하여 청구인이 생산하고 있는 제품에 대해 안전확인시험 등을 거쳐야 하는 의무를 부담하게 되어 직업선택의 자유와 평등권 등이 침해되었다고 주장하며 2017.3.30."
141911,전문,9,이 사건 헌법소원심판을 청구하였다.
141911,전문,10,2.심판대상
141911,전문,11,이 사건 심판대상은 ‘전기용품 및 생활용품 안전관리법 시행규칙’(2017.1.26.
141911,전문,12,산업통상자원부령 제238호로 전부개정된 것)제3조 제3항에 의한 [별표 4]의 1.안전확인대상전기용품 중 차목 13)및 ‘전기용품 및 생활용품 안전관리 운용요령’(2017.1.26.
141911,전문,13,국가기술표준원고시 제2017-14호로 전부개정된 것)제3조 제1항 제2호에 의한 [별표 2]의 10.정보ㆍ통신ㆍ사무기기 중 파목이 청구인의 기본권을 침해하는지 여부이다.
141911,전문,14,3.판단
141911,전문,15,"원칙적으로 공권력의 행사 또는 불행사로 인하여 자신의 기본권을 현재 그리고 직접적으로 침해당하고 있는 사람만이 헌법재판소법 제68조 제1항에 따라 헌법소원심판을 청구할 수 있고, 제3자는 특별한 사정이 없는 한 다른 사람의 기본권 침해를 이유로 헌법소원심판을 청구할 수 없다(헌재 1997.3.27."
141911,전문,16,94헌마277 참조).
141911,전문,17,"한편, 회사와 그 대표자 개인을 엄격히 구별하고 있는 현행 법제상 대표이사 개인이 회사의 기본권이 침해되었음을 이유로 헌법소원심판을 청구하는 것은 자기관련성이 없어 부적법하다(헌재 2006.6.29."
141911,전문,18,2005헌마165등 참조).
141911,전문,19,"이 사건에서 보면, ‘전기용품 및 생활용품 안전관리법’과 심판대상 시행규칙 조항 등에 따라 안전확인대상제품에 대하여 안전확인시험을 받아야 하는 의무를 부담하는 당사자는 제조업자나 수입업자이다.그런데 기록에 첨부된 사업자등록증과 안전확인신고증명서 및 충전지 수입신고필증 등에 따르면, 이 사건에서 안전확인시험 등 의무를 부담하는 제조업자나 수입업자는 주식회사 ○○이고 청구인은 그 회사의 대표이사에 불과한 사실이 인정되고, 심판대상 시행규칙 조항 등에 따라 청구인의 기본권이 제한되었다고 볼 수 있는 자료가 없다.따라서 청구인의 이 사건 심판청구는 자기관련성이 없어 부적법하다."
141911,전문,20,4.결론
141911,전문,21,이 사건 심판청구는 부적법하므로 이를 각하하기로 하여 재판관 전원의 일치된 의견으로 주문과 같이 결정한다.
