결정례일련번호,구분,문장번호,내용
152273,전문,1,사 건 2019헌마954 법원 전자소송 방해 위헌확인
152273,전문,2,청 구 인 이○○○
152273,전문,3,[주 문]
152273,전문,4,이 사건 심판청구를 각하한다.[이 유]
152273,전문,5,1.사건개요
152273,전문,6,"청구인은, 법원행정처 또는 법원공무원이 2019.8.27."
152273,전문,7,"고의적으로 법원 전자소송 사이트의 오류를 계속적ㆍ반복적으로 야기함으로써 청구인의 재판을 받을 권리를 침해하였다고 주장하면서, 2019.8.27."
152273,전문,8,그 위헌확인을 구하는 취지의 이 사건 헌법소원심판을 청구하였다.
152273,전문,9,2.판단
152273,전문,10,"청구인은 법원행정처 또는 법원 공무원이 고의로 법원 전자소송 사이트의 오류를 계속적ㆍ반복적으로 야기하고 있다는 취지로 주장하나, 기록상 법원행정처 또는 법원 공무원이 고의로 오류를 발생시키고 있다는 사실을 인정할 만한 자료가 없으므로, 청구인이 위헌이라고 주장하는 공권력 행사 또는 불행사 사실 자체가 인정되지 아니한다.또한 법원의 전자소송 사이트는 국민으로 하여금 보다 편리하게 사법서비스를 이용할 수 있도록 하기 위해 마련된 것으로, 전자소송 사이트 이용 중 오류가 발생하는 것은 전자소송 시스템이 충분히 안정적으로 구축되지 않아 발생하는 현상일 뿐이다.따라서 법원 전자소송 사이트의 오류 발생을 공권력 주체가 우월적 지위에서 행한 고권적 작용이라고 볼 수는 없으므로, 이는 헌법소원의 대상이 되는 공권력의 행사에 해당하지 아니한다."
152273,전문,11,3.결론
152273,전문,12,그렇다면 이 사건 심판청구는 부적법하므로 이를 각하하기로 하여 관여 재판관 전원의 일치된 의견으로 주문과 같이 결정한다.
