결정례일련번호,구분,문장번호,내용
150083,전문,1,사 건 2019헌마47 채무자 회생 및 파산에 관한 법률 제566조 제1호 위헌확인
150083,전문,2,청 구 인 이 ○ 영
150083,전문,3,대리인 법무법인 이데아
150083,전문,4,담당변호사 강○
150083,전문,5,[주 문]
150083,전문,6,이 사건 심판청구를 각하한다.[이 유]
150083,전문,7,1.사건개요
150083,전문,8,청구인은 매형이 실질적으로 운영하던 회사의 대출금 채무를 연대보증 하였으나 그 채무를 이행할 수 없게 되자 2018.12.5.
150083,전문,9,서울회생법원에 파산 및 면책신청을 하여 2019.1.14.
150083,전문,10,파산선고를 받고(위 법원 2018하단103641)현재 면책절차가 진행 중이다(위 법원 2018하면103641).
150083,전문,11,"청구인은, 채무자 회생 및 파산에 관한 법률 제566조 제1호에서 조세채무에 대하여 면책의 효력이 미치지 못하는 것으로 규정함으로써 청구인의 행복추구권, 평등권 등이 침해되었다고 주장하면서 2019.1.14."
150083,전문,12,그 위헌확인을 구하는 이 사건 헌법소원심판을 청구하였다.
150083,전문,13,2.판단
150083,전문,14,기본권 침해가 장래에 발생하더라도 그 침해가 틀림없을 것으로 현재 확실히 예측된다면 기본권 구제의 실효성을 위하여 침해의 현재성이 인정된다(헌재 1992.10.1.
150083,전문,15,92헌마68등; 헌재 1996.8.29.
150083,전문,16,95헌마108 참조).
150083,전문,17,"심판대상조항은 ‘면책을 받은 채무자’에게 적용되므로 채무자가 면책결정을 받아 확정된 때에 현실적으로 심판대상조항에 의한 기본권 침해를 받게 된다고 볼 수 있다.청구인은 서울회생법원에 파산 및 면책신청을 하여 현재 면책절차가 진행 중인바(채권자집회ㆍ의견청취기일이 2019.3.13.로 예정되어 있다), 청구인이 현재 단계에서 앞으로 면책결정을 받을 수 있는지 여부는 단순히 장래 잠재적으로 나타날 수 있는 것에 불과하므로 기본권 침해의 현재성을 구비하였다고 볼 수 없다."
150083,전문,18,3.결론
150083,전문,19,"이 사건 심판청구는 부적법하므로, 헌법재판소법 제72조 제3항 제4호에 따라 이를 각하하기로 하여 관여 재판관 전원의 일치된 의견으로 주문과 같이 결정한다."
