결정례일련번호,구분,문장번호,내용
14220,전문,1,사      건      2010헌바312  헌법재판소법 제41조 제1항 위헌소원
14220,전문,2,청  구  인      송 ○ 순
14220,전문,3,당해사건      대법원 2009카기546 위헌심판제청
14220,전문,4,주           문
14220,전문,5,이 사건 심판청구를 각하한다.
14220,전문,6,이           유
14220,전문,7,1.사건의 개요
14220,전문,8,가.청구인은 대법원에 법관 기피신청(2009마1615)을 하였으나 2009.11.23.
14220,전문,9,"심리불속행 기각되자, 2009.12.1."
14220,전문,10,"위 신청 사건을 당해 사건으로 하여 ‘상고심절차에 관한 특례법’ 제4조 제1항이 심리불속행 사유를 구체적으로 열거하도록 규정하지 않은 입법부작위가 헌법에 위반된다고 주장하며 동 법원에 위헌법률심판 제청신청을 하였다(대법원 2009카기546, 이하 ‘제1위헌제청신청 사건’ 이라 한다)."
14220,전문,11,나.청구인은 제1위헌제청신청 사건을 당해 사건으로 하여 2009.12.3.
14220,전문,12,"헌법재판소법 제41조 제1항 중 ""……에 의한 결정"" 부분이 국민주권의 원리에 위배되고, 인간의 존엄과 행복추구권, 인간다운 생활을 할 권리를 침해한다고 주장하면서, 대법원에 위헌법률심판제청신청을 하였으나(대법원 2009카기556, 이하 ‘제2위헌제청신청 사건’ 이라 한다), 2010.5.19."
14220,전문,13,"제1위헌제청신청 사건이 각하되고, 2010.7.26."
14220,전문,14,"제2위헌제청신청 사건이 기각되자, 헌법재판소법 제41조 제1항 중 ""……에 의한 결정"" 부분이 헌법에 위반된다고 주장하며 2010.8.2."
14220,전문,15,이 사건 헌법소원심판을 청구하였다.
14220,전문,16,2.판 단
14220,전문,17,"헌법재판소법 제68조 제2항에 의한 헌법소원은 법률이 헌법에 위반되는지 여부가 재판의 전제가 되어야 한다.여기에서 재판의 전제성이 충족되려면 위헌제청신청을 할 때 구체적 사건이 법원에 계속되어야 하고, 나아가 구체적인 사건이 법원에 계속중일 것이라는 요건은 당해 사건이 법원에 ‘적법’하게 계속될 것을 요하기 때문에, 만일 당해 사건이 부적법한 것이어서 법률의 위헌 여부를 따져 볼 필요조차 없이 각하를 면할 수 없는 것일 때에는 위헌여부심판의 제청신청은 적법요건인 재판의 전제성을 흠결한 것으로서 각하될 수밖에 없고 이러한 경우에는 헌법재판소법 제68조 제2항에 의한 헌법소원심판을 청구할 수 없다(헌재 2005.3.31."
14220,전문,18,"2003헌바113, 판례집 17-1, 413, 420 참조)."
14220,전문,19,"살피건대, 앞에서 본 바와 같이 제1위헌제청신청 사건의 당해 사건인 법관 기피신청 사건(대법원 2009마1615)이 2009.11.23.자 심리불속행 기각결정으로 종결되어 더 이상 법원에 계속중이지 않으므로 2009.12.1."
14220,전문,20,"신청한 제1위헌제청신청 사건은 재판의 전제성이 없어 부적법 각하를 면할 수 없고, 이처럼 당해 사건인 제1위헌제청신청 사건이 부적법 각하를 면할 수 없는 것일 때에는 제2위헌제청신청 사건은 재판의 전제성을 흠결한 것으로서 각하될 수밖에 없으므로 청구인은 헌법재판소법 제68조 제2항에 의한 헌법소원심판을 청구할 수 없다."
14220,전문,21,3.결 론
14220,전문,22,"그렇다면 이 사건 심판청구는 부적법하고 그 흠결을 보정할 수 없는 경우에 해당하므로, 헌법재판소법 제72조 제3항 제4호에 따라 이를 각하하기로 하여 관여 재판관 전원의 일치된 의견으로 주문과 같이 결정한다."
14220,전문,23,2010.8.17.
