결정례일련번호,구분,문장번호,내용
165203,전문,1,사           건          2021헌마270    기본권 침해 위헌확인
165203,전문,2,청    구    인          오○○○
165203,전문,3,피  청  구  인          수원지방검찰청 성남지청 검사
165203,전문,4,[주           문]
165203,전문,5,이 사건 심판청구를 모두 각하한다.[이           유]
165203,전문,6,1.사건개요
165203,전문,7,가.제1심 법원은 청구인이 2020.1.28.
165203,전문,8,"18:00경 청구 외 홍○○○의 정당한 휴대폰 판매영업을 방해하였다고 판단하여, 2020.10.14."
165203,전문,9,"청구인을 업무방해죄로 벌금 30만 원에 집행유예 1년에 처하는 판결을 선고하였다(서울동부지방법원 2020고단1555, 이하 위 판결을 ‘이 사건 판결’이라 한다)."
165203,전문,10,청구인은 이에 항소하여 현재 항소심 계속 중이다(서울동부지방법원 2020노1450).
165203,전문,11,"나.한편, 청구인은 홍○○○을 사기혐의로 고소하였다가 고소를 취소하였고, 이에 대하여 피청구인은 2020.1.21."
165203,전문,12,"각하의 불기소처분을 하였다(수원지방검찰청 성남지청 2019년 형제46080호, 이하 ‘이 사건 불기소처분’이라 한다)."
165203,전문,13,다.이에 청구인은 홍○○○의 사기 혐의에 대한 처벌 및 청구인에 대한 무죄판결을 구하는 취지의 이 사건 헌법소원심판을 청구하였다.
165203,전문,14,2.판단
165203,전문,15,가.홍○○○의 사기 혐의에 대한 처벌을 구하는 심판청구 부분
165203,전문,16,"청구인은 홍○○○의 사기 혐의에 대하여 형사처벌을 구하고 있다.그런데 이는 헌법 제111조 제1항에서 정한 헌법재판소의 관장사항에 해당하지 아니하므로, 이 부분 심판청구는 부적법하다.한편, 헌법재판소법 제68조 제1항에 따른 헌법소원의 심판은 그 사유가 있음을 안 날부터 90일 이내에, 그 사유가 있은 날부터 1년 이내에 청구하여야 하는데(헌법재판소법 제69조 제1항), 이 사건 불기소처분은 2020.1.21.에 있었는바, 청구인의 위 주장취지를 이 사건 불기소처분의 취소를 구하는 것으로 선해한다 하더라도 처분일로부터 1년이 경과하였음이 명백한 2021.3.4.에 이르러서야 제기된 이 부분 심판청구는 청구기간을 도과하였다.따라서 이는 어느 모로 보나 부적법하다."
165203,전문,17,나.청구인에 대한 무죄판결을 구하는 심판청구 부분
165203,전문,18,"청구인은 유죄 취지의 이 사건 판결에 불복하여 무죄판결을 구하고 있는바, 이는 결국 이 사건 판결의 취소를 구하는 취지로 이해된다.그런데 헌법재판소법 제68조 제1항 본문은 공권력의 행사 또는 불행사로 인하여 헌법상 보장된 기본권을 침해받은 자는 법원의 재판을 제외하고는 헌법재판소에 헌법소원심판을 청구할 수 있다고 규정하고 있으므로, 원칙적으로 법원의 재판을 대상으로 하는 헌법소원심판청구는 허용되지 아니하고, 다만 헌법재판소가 위헌으로 결정한 법령을 적용함으로써 국민의 기본권을 침해한 재판에 대하여만 헌법재판소법 제68조 제1항에 의한 헌법소원심판을 청구할 수 있다(헌재 2016.4.28."
165203,전문,19,2016헌마33 참조).
165203,전문,20,"청구인이 문제 삼는 이 사건 판결은 이와 같이 예외적으로 헌법소원심판의 대상이 되는 법원의 재판에 해당하지 아니하므로, 청구인의 이 부분 심판청구 역시 부적법하다."
165203,전문,21,3.결론
165203,전문,22,"그렇다면 이 사건 심판청구는 모두 부적법하므로 헌법재판소법 제72조 제3항 제1호 후단, 제2호에 따라 이를 각하하기로 하여 관여 재판관 전원의 일치된 의견으로 주문과 같이 결정한다."
