결정례일련번호,구분,문장번호,내용
168241,전문,1,사           건          2021헌마980    기본권 침해 위헌확인
168241,전문,2,청    구    인          최○○○
168241,전문,3,[주           문]
168241,전문,4,이 사건 심판청구를 모두 각하한다.[이           유]
168241,전문,5,1.사건개요
168241,전문,6,"청구인은, 청구인이 훼손한 현수막의 불법설치 여부를 먼저 가리지 않은 채 경찰관이 허락 없이 자신의 집에 들어와 수색을 하고 처벌한 사건이 헌법에 위반되므로 취소되어야 하고, 대법원 2020.12.15.자 2020도15146 판결이 청구인의 기본권을 침해하기 때문에 취소되어야 한다고 주장하면서, 2021.8.18."
168241,전문,7,이 사건 헌법소원심판을 청구하였다.
168241,전문,8,2.판단
168241,전문,9,가.경찰 수사 및 처벌에 관한 부분
168241,전문,10,"청구인은, 동일한 내용으로 2020.1.14."
168241,전문,11,"헌법소원심판청구를 하였다가 같은 해 2.11.보충성요건을 갖추지 못하였다는 이유로 각하되었고(2020헌마76), 다시 헌법소원심판청구를 하였다가 일사부재리원칙 위반을 이유로 각하되었다(2020헌마256; 2020헌마1368; 2020헌마1690; 2021헌마907 등)."
168241,전문,12,따라서 이 사건 심판청구는 헌법재판소법 제39조의 일사부재리 원칙에 위배되어 허용되지 아니한다.
168241,전문,13,나.형사판결에 관한 부분
168241,전문,14,"헌법재판소법 제68조 제1항 본문은 ""공권력의 행사 또는 불행사로 인하여 헌법상 보장된 기본권을 침해받은 자는 법원의 재판을 제외하고는 헌법재판소에 헌법소원심판을 청구할 수 있다.""고 규정하고 있으므로 원칙적으로 법원의 재판을 대상으로 하는 헌법소원심판청구는 허용되지 않는다.다만 헌법재판소가 위헌으로 결정한 법령을 적용함으로써 국민의 기본권을 침해한 재판에 대하여만 헌법재판소법 제68조 제1항에 의한 헌법소원심판을 청구할 수 있다(헌재 2016.4.28."
168241,전문,15,2016헌마33 참조).
168241,전문,16,"위 판결은 법원의 재판에 해당하므로 원칙적으로 헌법소원심판 대상이 되지 않고, 나아가 헌법소원심판 대상이 되는 예외적인 재판에 해당되지도 않는다."
168241,전문,17,3.결론
168241,전문,18,"그렇다면 이 사건 심판청구는 부적법하므로 헌법재판소법 제72조 제3항 제1호 후단 및 제4호에 따라 이를 모두 각하하기로 하여, 관여 재판관 전원의 일치된 의견으로 주문과 같이 결정한다."
