결정례일련번호,구분,문장번호,내용
54849,전문,1,사 건 2017헌마395 기본권 침해 등 위헌확인
54849,전문,2,청 구 인 임 ○ 정
54849,전문,3,[주 문]
54849,전문,4,이 사건 심판청구를 각하한다.[이 유]
54849,전문,5,1.사건 개요
54849,전문,6,청구인은 임○ ○ 용과 쌍방폭행으로 입건되어 2013.10.25.자로 광주지방검찰청 검사로부터 공소권없음(청구인)및 기소유예(임○○용)의 불기소결정을 받았다(2013년 형제58841호).
54849,전문,7,"청구인은 이를 다투기 위하여 대한법률구조공단 광주지부에 구조신청을 하였으나, 법률구조제도상 민사사건 등에 대해서는 법률구조 신청이 가능하나 형사사건 등에 대해서는 법률구조 신청이 되지 않는다는 답변을 듣고(2017민가01433호) 이러한 법률구조제도로 인하여 기본권이 침해되었다고 주장하면서, 2017.4.13."
54849,전문,8,법률구조 대상에서 형사사건을 제외하는 법률구조제도의 위헌확인을 구하는 이 사건 헌법소원심판을 청구하였다.
54849,전문,9,2.판단
54849,전문,10,"가.헌법소원심판은 공권력의 행사 또는 불행사로 인하여 헌법상 보장된 기본권을 침해받은 경우에 청구할 수 있으므로(헌법재판소법 제68조 제1항), 청구인이 위헌이라 주장하는 공권력의 행사 또는 불행사의 사실이 존재하지 아니하는 경우에는 그 심판청구는 부적법하다."
54849,전문,11,"나.법률구조법은 입법 목적을 ‘경제적으로 어렵거나 법을 몰라서 법의 보호를 충분히 받지 못하는 자에게 법률구조(法律救助)를 함으로써 기본적 인권을 옹호하고 나아가 법률 복지를 증진하는 데에 이바지함’으로 규정하고 있고(제1조), 법률구조를 ‘위 목적을 달성하기 위하여 법률상담, 변호사나 「공익법무관에 관한 법률」에서 정한 공익법무관에 의한 소송대리, 그 밖에 법률 사무에 관한 모든 지원을 하는 것’으로 정의한다(제2조)."
54849,전문,12,"그리고 위와 같은 법률구조를 효율적으로 추진하기 위하여 ‘법률구조공단’을 설립하며(제8조), 위 공단이 행하는 법률구조의 요건, 절차 등은 법무부장관의 승인을 받아 공단의 규칙으로 정하도록 하고 있다(제22조)."
54849,전문,13,"이에 ‘대한법률구조공단 법률구조사건처리규칙’은 법률구조사건을 ‘법률구조신청사건, 법률상담사건, 기타 법률사무지원사건’으로 열거하고(제3조 제1호), 그 중 법률구조신청사건에 대하여 ‘법원, 군사법원, 헌법재판소가 법원조직법 제2조, 군사법원법 제2조 및 제3조, 헌법재판소법 제2조에 의하여 권한을 가지는 모든 법률상의 쟁송에 대한 심판(재판, 절차 등을 포함한다)및 행정심판의 대리ㆍ변호ㆍ보조 등 지원사건’으로 매우 포괄적으로 정의하고 있다(제3조 제2호)."
54849,전문,14,"한편 구조신청사건에 해당 되는 경우라도 공단 지부장 등은 구체적 타당성을 고려하여 ‘승소가능성이 없다고 인정되는 경우, 승소 후 집행가능성이 없다고 인정되는 경우, 기타 구조의 실익이나 타당성이 없다고 인정되는 경우’에는 구조신청을 기각할 수 있고(제19조 제2항), 이러한 기각결정에 대해서는 이의신청을 할 수 있다(제19조 제6항)."
54849,전문,15,"그 밖에 법무부에 대한 사실조회 회신에 의하더라도, 법률구조제도 자체에서 형사사건을 법률구조의 대상에서 전면적으로 제외하는 경우는 발견되지 아니한다."
54849,전문,16,"다.사정이 이러하다면, 구조의 실익이나 타당성이 없어 공단이 개별 구조신청을 기각하는 경우는 별론으로 하고, 법률구조 대상에서 형사사건을 전면적으로 제외하는 법률구조제도는 존재하지 아니하므로, 이 사건은 청구인이 위헌이라 주장하는 공권력의 행사의 사실이 존재하지 아니하는 경우에 해당한다."
54849,전문,17,3.결론
54849,전문,18,그렇다면 이 사건 심판청구는 부적법하므로 헌법재판소법 제72조 제3항 제4호에 따라 이를 각하하기로 하여 관여 재판관 전원의 일치된 의견으로 주문과 같이 결정한다.
