결정례일련번호,구분,문장번호,내용
145926,전문,1,사 건 2018헌바99 군인연금법 시행령 부칙 제5조 위헌소원
145926,전문,2,청 구 인 김 ○ 범
145926,전문,3,대리인 변호사 최○
145926,전문,4,당 해 사 건 서울행정법원 2017구합69281 퇴직연금 지급불가 결정 처분 취소
145926,전문,5,[주 문]
145926,전문,6,이 사건 심판청구를 각하한다.[이 유]
145926,전문,7,"헌법재판소법 제68조 제2항에 의한 헌법소원심판청구는 법률이 헌법에 위반되는지 여부가 재판의 전제가 되는 때에 당사자가 위헌제청신청을 하였음에도 불구하고 법원이 이를 배척하였을 경우에 법원의 제청에 갈음하여 당사자가 직접 헌법재판소에 헌법소원의 형태로써 심판청구를 하는 것이므로, 그 심판의 대상은 재판의 전제가 되는 법률이지 대통령령은 될 수 없다(헌재 2010.6.24."
145926,전문,8,2007헌바101등 참조).
145926,전문,9,따라서 이 사건 심판청구 중 군인연금법 시행령 부칙(1994.6.30.
145926,전문,10,"대통령령 제14302호) 제5조의 위헌확인을 구하는 부분은 헌법재판소법 제68조 제2항에 의한 헌법소원심판의 대상이 될 수 없는 대통령령을 대상으로 한 것이므로 부적법하다.헌법재판소법 제68조 제2항의 헌법소원은 법률의 위헌여부심판의 제청신청을 하여 그 신청이 기각된 때에만 청구할 수 있고, 청구인이 당해 소송법원에 위헌여부심판의 제청신청을 하지 않았고 따라서 법원의 기각결정도 없었던 부분에 대한 심판청구는 그 심판청구요건을 갖추지 못하여 부적법하다(헌재 2006.7.27."
145926,전문,11,2005헌바19 참조).
145926,전문,12,"그런데 서울행정법원의 위헌제청신청 각하결정(2017아13215)에 의하면, 청구인은 군인연금법 부칙(1994.1.5."
145926,전문,13,"법률 제4705호) 제2항에 대한 위헌여부심판의 제청신청을 하지 않았고 따라서 이에 대한 법원의 기각 또는 각하 결정도 없었으므로, 이 사건 심판청구 중 위 조항의 위헌확인을 구하는 부분도 부적법하다.그렇다면 이 사건 심판청구는 부적법하므로 이를 각하하기로 하여 관여 재판관 전원의 일치된 의견으로 주문과 같이 결정한다."
