결정례일련번호,구분,문장번호,내용
151016,전문,1,사 건 2019헌마375 토지지적공부 등록사항 미제외 부작위 등 위헌확인
151016,전문,2,청 구 인 1.성○○
151016,전문,3,2.박○○○
151016,전문,4,청구인들 대리인 변호사 이○
151016,전문,5,피 청 구 인 1.부산광역시 동래구청장
151016,전문,6,2.부산광역시 지방토지수용위원회
151016,전문,7,[주 문]
151016,전문,8,이 사건 심판청구를 모두 각하한다.[이 유]
151016,전문,9,1.사건개요
151016,전문,10,"가.청구인 성○○○은 부산 동래구 대지 116㎡(이하 ‘이 사건 제1토지’라 한다)를, 청구인 박○○○은 같은 동 대지 33㎡(이하 ‘이 사건 제2토지’라 하고, 위 토지들을 합하여 ‘이 사건 토지’라 한다)를 소유하고 있었다.부산광역시장은 2005.6.15."
151016,전문,11,이 사건 토지를 포함한 부산 동래구 일원을 명륜2주택재개발정비구역(이하 ‘이 사건 정비구역’이라 한다)으로 지정하여 고시하였다.이에 명륜2구역주택재개발정비사업조합(이하 ‘이 사건 조합’이라 한다)은 2005.8.22.
151016,전문,12,피청구인 부산광역시 동래구청장으로부터 설립인가를 받아 명륜2구역주택재개발정비사업(이하 ‘이 사건 정비사업’이라 한다)을 추진하였다.
151016,전문,13,"나.이 사건 조합은 이 사건 정비구역에 포함된 이 사건 토지를 취득하기 위하여 청구인들과 매수협의를 시도하였으나 청구인들이 응하지 않자, 2012.8.경 피청구인 부산광역시 지방토지수용위원회에 재결수용을 신청하였다.이에 피청구인 부산광역시 지방토지수용위원회는 2012.10.15."
151016,전문,14,"수용재결일을 2012.11.26.로 하여 이 사건 토지를 수용하는 재결을 하였고, 2012.11.26."
151016,전문,15,이 사건 토지에 관하여 수용을 원인으로 한 이 사건 조합 명의의 소유권이전등기가 마쳐졌다.
151016,전문,16,다.이 사건 조합은 이 사건 정비사업 공사를 완료한 다음 2015.11.30.
151016,전문,17,"피청구인 부산광역시 동래구청장의 준공인가를 받았고, 피청구인 부산광역시 동래구청장은 2015.12.9."
151016,전문,18,공사의 완료를 고시하였다.
151016,전문,19,라.청구인들은 청구인 성○○○을 선정당사자로 하여 피청구인 부산광역시 동래구청장을 상대로 부산지방법원에 부작위위법확인의 소를 제기하였으나 2018.6.22.
151016,전문,20,"각하되었고(2017구합3978), 이에 항소하면서 부작위위법확인의 소를 추가하였으나 2018.11.23."
151016,전문,21,"항소가 기각되고 항소심에서 추가한 부작위위법확인의 소가 각하되었으며(부산고등법원 2018누22203), 2019.3.14."
151016,전문,22,상고도 기각되어(대법원 2018두65859)그 판결이 확정되었다.또한 청구인들은 청구인 성○○○을 선정당사자로 하여 피청구인 부산광역시 지방토지수용위원회를 상대로 부산지방법원에 토지수용재결의실효확인 및 부작위위법확인의 소를 제기하였으나 2018.8.23.
151016,전문,23,"각하되었고(2017구합3442), 항소(부산고등법원 2018누22777)및 상고(대법원 2018두64047, 이하 위 판결들을 모두 합하여 ‘이 사건 판결들’이라 한다)도 모두 기각되어 그 판결이 확정되었다."
151016,전문,24,"마.청구인들은 피청구인 부산광역시 동래구청장이 이 사건 토지의 토지대장상 소유자의 성명을 청구인들의 성명으로 정정하지 아니하고 있는 부작위, 피청구인 부산광역시 지방토지수용위원회가 부산 동래구 부지를 ‘공유재산 및 물품 관리법’ 제7조 제2항에 반하여 기부채납을 받고 돌려주지 않고 있는 부작위와 이 사건 판결들이 청구인들의 재산권 등 기본권을 침해하였으며, 헌법재판소법 제68조 제1항 본문의 “법원의 재판”에 “헌법재판소가 위헌으로 결정한 법령을 적용함으로써 국민의 기본권을 침해한 재판”도 포함되는 것으로 해석하는 한 헌법에 위반된다고 주장하며, 2019.4.8."
151016,전문,25,이 사건 헌법소원심판을 청구하였다.
151016,전문,26,2.심판대상
151016,전문,27,"이 사건 심판대상은 ① 피청구인 부산광역시 동래구청장이 이 사건 토지의 토지대장상 소유자의 성명을 청구인들의 성명으로 정정하지 아니하고 있는 부작위(이하 ‘이 사건 피청구인 부산광역시 동래구청장의 부작위’라 한다), ② 피청구인 부산광역시 지방토지수용위원회가 부산 동래구 부지를 ‘공유재산 및 물품 관리법’(이하 ‘공유재산법’이라 한다)제7조 제2항에 반하여 기부채납을 받고 돌려주지 않고 있는 부작위(이하 ‘이 사건 피청구인 부산광역시 지방토지수용위원회의 부작위’라 하고, ①과 ②를 합하여 ‘이 사건 부작위’라 한다), ③ 헌법재판소법(2011.4.5."
151016,전문,28,"법률 제10546호로 개정된 것)제68조 제1항 본문 중 “법원의 재판” 부분, ④ 이 사건 판결들이 청구인들의 기본권을 침해하여 위헌인지 여부이다.심판대상조항은 다음과 같다."
151016,전문,29,[심판대상조항]
151016,전문,30,헌법재판소법(2011.4.5.
151016,전문,31,"법률 제10546호로 개정된 것)제68조(청구 사유)① 공권력의 행사 또는 불행사(不行使)로 인하여 헌법상 보장된 기본권을 침해받은 자는 법원의 재판을 제외하고는 헌법재판소에 헌법소원심판을 청구할 수 있다.다만, 다른 법률에 구제절차가 있는 경우에는 그 절차를 모두 거친 후에 청구할 수 있다."
151016,전문,32,3.판단
151016,전문,33,가.이 사건 부작위
151016,전문,34,"행정권력의 부작위에 대한 헌법소원은 공권력의 주체에게 헌법에서 유래하는 작위의무가 특별히 구체적으로 규정되어 이에 의거하여 기본권의 주체가 행정행위 내지 공권력의 행사를 청구할 수 있음에도 공권력의 주체가 그 의무를 해태하는 경우에만 허용된다.헌법에서 유래하는 작위의무는, 첫째, 헌법상 명문으로 공권력 주체의 작위의무가 규정되어 있는 경우, 둘째, 헌법의 해석상 공권력 주체의 작위의무가 도출되는 경우, 셋째, 공권력 주체의 작위의무가 법령에 구체적으로 규정되어 있는 경우 등을 포괄한다(헌재 2011.8.30."
151016,전문,35,2006헌마788 참조).
151016,전문,36,"먼저, 이 사건 피청구인 부산광역시 동래구청장의 부작위에 대한 심판청구에 관하여 살펴본다.지적소관청이 토지대장상 소유자의 성명을 정정할 작위의무는 헌법상 명문으로 규정되어 있거나 헌법의 해석상 도출되지는 않지만, ‘공간정보의 구축 및 관리 등에 관한 법률’(이하 ‘공간정보관리법’이라 한다)제84조와 공간정보관리법 시행령 제82조에 구체적으로 규정되어 있다.이에 따르면 토지대장상 소유자의 성명을 정정하기 위해서는 토지소유자가 지적소관청에 그 정정을 신청하여야 한다(공간정보관리법 제84조 제1항)."
151016,전문,37,그런데 앞서 본 바와 같이 청구인들은 이 사건 토지를 소유하였다가 2012.11.26.
151016,전문,38,"이 사건 토지가 수용되어 그 소유권을 상실하게 되었다.따라서 청구인들은 이 사건 토지의 소유자가 아니므로 피청구인 부산광역시 동래구청장에게 이 사건 토지의 토지대장상 소유자 성명을 청구인들의 성명으로 정정해달라고 신청할 수 없고, 피청구인 부산광역시 동래구청장에게 이 사건 토지의 토지대장상 소유자의 성명을 청구인들의 성명으로 정정하여야 할 작위의무가 인정된다고 볼 수도 없다.다음으로, 이 사건 피청구인 부산광역시 지방토지수용위원회의 부작위에 대한 심판청구에 관하여 살펴본다.청구인들이 주장하는 지방자치단체의 기부채납과 관련된 작위의무는 헌법상 명문으로 규정되어 있거나 헌법의 해석상 도출되지는 않지만, 공유재산법 제7조 제2항에 규정되어 있다.그런데 공유재산법 제7조 제1항은 지방자치단체의 장이 기부채납을 받을 수 있다고 정하고 있으므로, 공유재산법 제7조 제2항에 반하는 기부채납에 대하여 이를 반환할 의무도 지방자치단체의 장에게 있는 것이고, 지방토지수용위원회는 이에 대한 아무런 권한이나 의무를 갖지 않는다.따라서 피청구인 부산광역시 지방토지수용위원회에 공유재산법 제7조 제2항에 반하는 기부채납에 대하여 이를 반환할 작위의무가 인정된다고 볼 수 없다."
151016,전문,39,나.심판대상조항
151016,전문,40,청구인은 심판대상조항에 헌법재판소가 위헌으로 결정한 법령을 적용함으로써 국민의 기본권을 침해한 재판도 포함되는 것으로 해석하는 한 헌법에 위반된다고 주장한다.그런데 헌법재판소는 심판대상조항에 대하여 ‘법원의 재판’에 헌법재판소가 위헌으로 결정한 법령을 적용함으로써 국민의 기본권을 침해한 재판이 포함되는 것으로 해석하는 한 헌법에 위반된다는 한정위헌결정(헌재 2016.4.28.
151016,전문,41,"2016헌마33)을 선고함으로써, 그 위헌 부분을 제거하는 한편 그 나머지 부분이 합헌임을 밝힌 바 있으므로, 심판대상조항은 위헌 부분이 제거된 나머지 부분으로 이미 그 내용이 축소된 것이다(헌재 2019.2.28."
151016,전문,42,2018헌마336 참조).
151016,전문,43,따라서 심판대상조항으로 인하여 청구인의 기본권이 침해될 가능성이 있다고 보기 어렵다.
151016,전문,44,다.이 사건 판결들
151016,전문,45,심판대상조항에 따라 법원의 재판을 대상으로 하는 헌법소원심판청구는 원칙적으로 허용되지 않는다.다만 헌법재판소가 위헌으로 결정한 법령을 적용함으로써 국민의 기본권을 침해한 재판에 대하여만 헌법재판소법 제68조 제1항에 의한 헌법소원심판을 청구할 수 있다(헌재 2016.4.28.
151016,전문,46,2016헌마33).
151016,전문,47,"그런데 이 사건 판결들은 헌법재판소가 위헌으로 결정한 법령을 적용한 재판이 아니어서 예외적으로 헌법소원심판의 대상이 되는 법원의 재판에 해당하지 아니하므로, 그 취소를 구하는 헌법소원심판청구도 허용될 수 없다."
151016,전문,48,4.결론
151016,전문,49,"그렇다면 이 사건 심판청구는 모두 부적법하므로 헌법재판소법 제72조 제3항 제1호 후단, 제4호에 따라 이를 각하하기로 하여, 관여 재판관 전원의 일치된 의견으로 주문과 같이 결정한다."
