결정례일련번호,구분,문장번호,내용
18093,전문,1,사      건      2011헌마674  민법 제245조 제1항 위헌확인
18093,전문,2,청  구  인      황 ○ 환
18093,전문,3,주      문
18093,전문,4,이 사건 심판청구를 각하한다.
18093,전문,5,이      유
18093,전문,6,1.사건의 개요
18093,전문,7,"청구인은, 청구인의 父 황 ○ 동이 1938년 ○○사로부터 서울 성북구 ○○동 산85-1 일대의 토지(이하 ‘이 사건 토지’라 한다)를 증여받아 점유를 개시하였고, 위 황 ○ 동이 1990.7.23."
18093,전문,8,사망한 이후 청구인이 이 사건 토지를 계속 점유하여 2010.7.23.
18093,전문,9,"점유취득시효가 완성되었는데도 불구하고, 민법 제245조 제1항에 점유의 권원을 증명하는 문서의 보존기한을 명시하지 아니함으로써 청구인이 취득시효완성을 원인으로 한 소유권이전등기의 소를 제기할 수 없어 기본권이 침해된다고 주장하며 2011.11.3."
18093,전문,10,위 법률조항의 위헌확인을 구하는 이 사건 헌법소원심판을 청구하였다.
18093,전문,11,2.판 단
18093,전문,12,"청구인은 점유의 권원을 증명하는 문서인 증여증서가 분실되어 취득시효완성을 원인으로 한 소유권이전등기 청구 소송을 제기 할 수 없으므로, 민법 제245조 제1항에 증여증서의 보존기한을 명시하여 규정하지 아니한 것은 청구인의 소송권을 침해한다고 주장한다.그러나 증여증서가 분실되었다거나 민법 제245조 제1항에 청구인의 주장과 같은 내용이 규정되어 있지 아니하다고 하여도, 청구인이 취득시효완성을 원인으로 한 소유권이전등기 청구 소송을 제기함에 있어 어떠한 법률상 장애가 있다고 볼 수 없다.가사 청구인의 청구취지를 ‘민법 제245조 제1항으로 인하여 취득시효완성을 원인으로 한 소유권이전등기 청구 소송에서 승소하지 못하는 것’이 청구인의 기본권을 침해한다는 주장으로 선해하여 살펴보더라도, 청구인이 아직 취득시효완성을 원인으로 한 소유권이전등기의 소를 제기하지도 아니한 상태에서 청구인이 주장하는 기본권 침해가 발생하였다고 볼 수 없고, 나아가 위 소송에서의 승소가능성이 헌법상 보호되는 기본권이라고 볼 수도 없다.결국 이 사건 법률조항으로 인하여 청구인의 법적 지위에 어떠한 영향이 있다고 할 수 없어 헌법상 보호되는 기본권이 침해받을 가능성이 없으므로 이에 대한 심판청구는 부적법하다."
18093,전문,13,3.결 론
18093,전문,14,그렇다면 청구인의 이 사건 심판청구는 부적법하므로 헌법재판소법 제72조 제3항 제4호에 따라 이를 각하하기로 하여 관여 재판관 전원의 일치된 의견으로 주문과 같이 결정한다.
18093,전문,15,2011.12.13.
