결정례일련번호,구분,문장번호,내용
167765,전문,1,사           건          2021헌마763    교도소 내 부당처우행위 위헌확인
167765,전문,2,청    구    인          남○○○
167765,전문,3,피  청  구  인          광주교도소장
167765,전문,4,[주           문]
167765,전문,5,이 사건 심판청구를 각하한다.[이           유]
167765,전문,6,1.사건개요
167765,전문,7,청구인은 현재 ○○교도소에 수용 중인 사람이다.청구인은 광주교도소에 수용 중이던 2021.4.19.
167765,전문,8,"및 같은 달 29.야간에 혈압이 높아져 야간 당직 간호사에게 진료를 요구하였으나, 의료상 적절한 조치를 취하지 않은 행위(이하 ‘이 사건 의료상 미조치행위’라 한다), 청구인이 2021.5.11."
167765,전문,9,"○○대학교 병원에서 외부진료를 받은 후 의사로부터 발급받은 진료의뢰서 및 복약지도서를 청구인에게 교부하지 않은 행위(이하 ‘이 사건 미교부행위’라 한다)가 청구인의 기본권을 침해한다고 주장하며, 그밖에 2021.5.12."
167765,전문,10,"청구인에게 모욕적 언행을 한 교도관에 대한 처벌을 요청하면서, 2021.6.29."
167765,전문,11,이 사건 헌법소원심판을 청구하였다.
167765,전문,12,2.판단
167765,전문,13,가.이 사건 의료상 미조치행위
167765,전문,14,헌법재판소법 제68조 제1항에 의한 헌법소원은 다른 법률에 구제절차가 있는 경우에는 그 절차를 모두 거친 후가 아니면 청구할 수 없다(헌법재판소법 제68조 제1항 단서).
167765,전문,15,"‘형의 집행 및 수용자의 처우에 관한 법률’에 의하면, 교도소장은 수용자가 건강한 생활을 하는 데에 필요한 위생 및 의료상의 적절한 조치를 하여야 하고(제30조), 수용자가 부상을 당하거나 질병에 걸리면 적절한 치료를 받도록 하여야 하며(제36조 제1항), 적절한 치료를 위하여 필요하다고 인정하는 때에는 수용자를 외부의료시설에서 진료 받게 할 수 있다(제37조 제1항)."
167765,전문,16,"위 법률에 비추어 보면, 청구인에게는 교도소장에게 의료상의 적절한 조치를 요구할 법률상 혹은 조리상의 신청권이 인정된다 할 것이고, 이를 거부 혹은 방치한 교도소장의 거부행위 혹은 부작위는 행정심판 및 행정소송의 대상이 된다(헌재 2005.11.29."
167765,전문,17,2005헌마1128; 헌재 2009.6.9.
167765,전문,18,2009헌마273; 헌재 2014.7.7.
167765,전문,19,2014헌마451 등 참조).
167765,전문,20,그런데 청구인은 이러한 행정심판 및 행정소송을 제기함이 없이 곧바로 이 사건 헌법소원심판을 청구하였는바 이 부분 심판청구는 보충성 요건을 흠결하여 부적법하다.
167765,전문,21,나.이 사건 미교부행위
167765,전문,22,공권력의 행사로 인하여 헌법소원을 청구하고자 하는 자의 법적 지위에 아무런 영향이 미치지 않는다면 애당초 기본권침해가능성이 없으므로 그 공권력 행사를 대상으로 헌법소원을 청구하는 것은 허용되지 않는다(헌재 2015.4.30.
167765,전문,23,2012헌마634).
167765,전문,24,청구인은 ○○대학교 병원에서 외부진료를 받은 다음날인 2021.5.12.
167765,전문,25,"정보공개청구를 하여 진료의뢰서 사본을 교부받았다.외부의료시설 진료의 필요성은 교정시설의 장이 판단하는 것이므로(형의 집행 및 수용자의 처우에 관한 법률 제37조 참조), 청구인이 단지 진료의뢰서 원본을 교부받지 못하였다는 것만으로 어떠한 기본권침해가능성이 있다고 할 수 없다.피청구인은 수용자가 외부의료시설에서 진료를 받은 후 외부의사에 의하여 처방, 조제된 의약품을 의료과에 보관하고 1일분 단위로 수용자에게 투약하도록 하고 있다(수용자 의료관리지침 제38조 참조)."
167765,전문,26,"이처럼 청구인이 복약지도서에 따라 직접 의약품의 종류와 양을 선택하여 복약하는 것이 아니므로, 복약지도서를 교부받지 못하였다는 것만으로 어떠한 기본권침해가능성이 있다고 할 수 없다."
167765,전문,27,다.그 밖의 주장에 대한 판단
167765,전문,28,헌법소원심판은 공권력의 행사 또는 불행사로 인하여 헌법상 보장된 기본권을 침해받은 자가 청구할 수 있다(헌법재판소법 제68조 제1항).
167765,전문,29,"청구인은 자신에게 모욕적 언행을 한 교도관을 하루속히 법대로 처벌하여 달라고 요청하고 있는바, 헌법재판소로 하여금 특정인을 처벌해달라는 취지의 심판청구는 헌법소원심판의 대상이 되는 공권력 작용에 해당하지 않는 것을 대상으로 한 것이어서 부적법하다(헌재 2016.1.12."
167765,전문,30,2015헌마1180 참조).
167765,전문,31,3.결론
167765,전문,32,"이 사건 심판청구는 부적법하므로 헌법재판소법 제72조 제3항 제1호 전단 및 제4호에 따라 이를 각하하기로 하여, 관여 재판관 전원의 일치된 의견으로 주문과 같이 결정한다."
