결정례일련번호,구분,문장번호,내용
22617,전문,1,사건      2013헌마65  입법부작위 위헌확인
22617,전문,2,청구인      김 ○ 곤
22617,전문,3,[주문]
22617,전문,4,이 사건 심판청구를 모두 각하한다.
22617,전문,5,[이유]
22617,전문,6,청구인은 2012.8.30.
22617,전문,7,"특수임무수행자 보상에 관한 법률이 대한민국을 위해 헌신한 북파공작원을 대상으로 제정된 것이므로 ‘군 첩보부대’뿐만 아니라 ‘구 중앙정보부 소속 계약직 민간공작원’도 보상자의 범위에 포함되어야 함에도 불구하고, 이 사건 심판대상 조항들이 특수임무수행자의 범위를 ‘군 첩보부대’에 소속되었던 자에 한정하고 있으므로, 위 특수임무수행자 보상에 관한 법률 제2조 제1항 제2호 및 같은 법 시행령 제2조(이하 ‘이 사건 심판대상 조항들’이라 한다)를 개정하여야 한다고 주장하면서 피청구인을 대통령으로 하여 중앙행정심판위원회에 재결을 신청하였다.중앙행정심판위원회가 2012.12.18."
22617,전문,8,"청구인의 위 재결신청을 부적법하다며 각하하자, 청구인은 2013.1.31."
22617,전문,9,"동일한 심판대상조항의 위헌확인을 구하는 이 사건 헌법소원심판을 청구하였다.살피건대, 법령이 시행된 이후 비로소 자신에게 위 법령에 해당하는 사유가 발생하여 기본권의 침해를 받게 되는 자는 그 사유가 발생하였음을 안 날로부터 90일 이내에 헌법소원을 청구하여야 한다(헌재 2000.6.1."
22617,전문,10,"98헌마216, 판례집 12-1, 622, 634 참조)."
22617,전문,11,"그런데 청구인이 중앙행정심판위원회에 이 사건 심판대상 조항들의 개정을 구하는 취지의 재결신청을 한 날에는 적어도 이 사건 심판대상 조항들로 인한 기본권 침해 사실을 알았다고 봄이 상당한바, 기록에 의하면 청구인은 2012.8.30."
22617,전문,12,"위와 같은 재결을 신청한 사실이 인정되므로, 이로부터 90일을 도과하였음이 역수상 명백한 2013.1.31."
22617,전문,13,제기된 이 사건 심판청구는 청구기간을 준수하지 못하였다.그렇다면 이 사건 심판청구는 모두 부적법하므로 헌법재판소법 제72조 제3항 제2호에 따라 이를 각하하기로 하여 관여 재판관 전원의 일치된 의견으로 주문과 같이 결정한다.
22617,전문,14,2013.2.26.
